total_videos,total_teams,total_views,total_likes,total_comments,total_engagements,weighted_engagement_rate,avg_comment_sentiment,avg_positive_comment_pct,avg_negative_comment_pct
100,5,3063159,98714,6887,105601,0.0345,0.403,0.4704,0.1517
